i,TIME,SLT-RG(M),AZIMUTH,ELEVATION,HOR-RG(M),NORTH-SOUTH,EAST-WEST,V.-AZ,ALT.(M),LATITUDE,LONGITUDE,TVEL(M).,E/W-VEL.,N/S-VEL.,ALT-VEL(M),FLT-EL,FLT-AZ,LK-RG(M),LOOK-AZ,LOOK-EL
1.43452E+11,8.3,56474,-165.6516,3.4598,234,0,0,0,4882.1,32.419998,-106.319466,531.8,11.2,33.5,530.6,86.1872,18.4343,3680,15.299,86.3578
1.43452E+11,8.35,56474,-165.6517,3.4868,236,0,0,0,4908.6,32.420017,-106.319466,531.4,11.1,33.5,530.2,86.1882,18.3828,3706,15.3221,86.3567
1.43452E+11,8.4,56474,-165.6517,3.5137,237,0,0,0,4935.1,32.420033,-106.319466,531.1,11.1,33.5,529.9,86.1902,18.3339,3733,15.345,86.3556
1.43452E+11,8.45,56474,-165.6518,3.5406,239,0,0,0,4961.6,32.420044,-106.319466,530.8,11.1,33.5,529.6,86.1923,18.2854,3759,15.3661,86.3543
1.43452E+11,8.5,56474,-165.6519,3.5676,241,0,0,0,4988.1,32.420067,-106.31945,530.5,11,33.4,529.4,86.1941,18.2395,3786,15.3874,86.3533
1.43452E+11,8.55,56474,-165.6519,3.5945,242,0,0,0,5014.6,32.420078,-106.31945,530.2,11,33.4,529.1,86.1956,18.194,3812,15.4079,86.3521
1.43452E+11,8.6,56474,-165.652,3.6214,244,0,0,0,5041,32.420094,-106.31945,529.9,10.9,33.4,528.7,86.197,18.1497,3839,15.4272,86.3511
1.43452E+11,8.65,56474,-165.6521,3.6482,246,0,0,0,5067.4,32.420109,-106.319435,529.5,10.9,33.4,528.3,86.1979,18.1041,3865,15.447,86.3501
1.43452E+11,8.7,56475,-165.6521,3.6751,248,0,0,0,5093.9,32.420124,-106.319435,529,10.9,33.3,527.9,86.1986,18.0589,3892,15.4653,86.349
1.43452E+11,8.75,56475,-165.6522,3.7019,250,0,0,0,5120.2,32.420135,-106.319427,528.6,10.8,33.3,527.4,86.1992,18.0145,3918,15.4832,86.3481
1.43452E+11,8.8,56475,-165.6522,3.7287,251,0,0,0,5146.6,32.420151,-106.319427,528.1,10.8,33.3,527,86.1997,17.9759,3945,15.5009,86.3472
1.43452E+11,8.85,56475,-165.6523,3.7555,253,0,0,0,5172.9,32.42017,-106.319427,527.6,10.8,33.3,526.5,86.2,17.9462,3971,15.5177,86.3462
1.43452E+11,8.9,56475,-165.6523,3.7822,255,0,0,0,5199.2,32.420185,-106.319412,527.1,10.7,33.2,526,86.2007,17.9245,3997,15.5344,86.3452
1.43452E+11,8.95,56476,-165.6524,3.8089,256,0,0,0,5225.5,32.4202,-106.319405,526.6,10.7,33.2,525.4,86.2037,17.9183,4024,15.5511,86.3443
1.43452E+11,9,56476,-165.6524,3.8356,258,0,0,0,5251.8,32.420216,-106.319405,526,10.7,33.1,524.8,86.2088,17.921,4050,15.5666,86.3435
1.43452E+11,9.05,56476,-165.6525,3.8623,260,0,0,0,5278,32.420235,-106.319405,525.3,10.7,33,524.1,86.2142,17.9176,4076,15.5814,86.3425
1.43452E+11,9.1,56476,-165.6525,3.8889,262,0,0,0,5304.2,32.420238,-106.319405,524.6,10.6,32.9,523.4,86.2197,17.9092,4103,15.5977,86.3417
1.43452E+11,9.15,56477,-165.6526,3.9155,264,0,0,0,5330.4,32.420254,-106.319405,523.8,10.6,32.8,522.7,86.2263,17.8968,4129,15.6121,86.3409
1.43452E+11,9.2,56477,-165.6526,3.9421,265,0,0,0,5356.5,32.420273,-106.319382,523.1,10.6,32.7,521.9,86.2342,17.8831,4155,15.6274,86.3403
1.43452E+11,9.25,56477,-165.6527,3.9686,267,0,0,0,5382.5,32.420284,-106.319382,522.3,10.5,32.6,521.2,86.2437,17.8598,4181,15.6417,86.3397
1.43452E+11,9.3,56478,-165.6527,3.995,269,0,0,0,5408.6,32.420303,-106.319382,521.5,10.4,32.4,520.4,86.2539,17.8238,4207,15.6557,86.3391
1.43452E+11,9.35,56478,-165.6528,4.0215,270,0,0,0,5434.6,32.420319,-106.319382,520.7,10.4,32.3,519.6,86.2652,17.7949,4233,15.669,86.3386
1.43452E+11,9.4,56478,-165.6528,4.0479,272,0,0,0,5460.5,32.420338,-106.319351,519.8,10.3,32.1,518.7,86.2778,17.7623,4259,15.6822,86.3383
1.43452E+11,9.45,56479,-165.6529,4.0742,274,0,0,0,5486.4,32.420345,-106.319351,519,10.2,32,517.9,86.2917,17.737,4285,15.6949,86.338
1.43452E+11,9.5,56479,-165.6529,4.1005,275,0,0,0,5512.3,32.420361,-106.319351,518,10.2,31.8,517,86.3071,17.7181,4311,15.7064,86.3377
1.43452E+11,9.55,56480,-165.653,4.1267,277,0,0,0,5538.1,32.420372,-106.319351,517.1,10.1,31.6,516,86.3241,17.7034,4337,15.7184,86.3375
1.43452E+11,9.6,56480,-165.653,4.1529,279,0,0,0,5563.9,32.420387,-106.319344,516,10,31.4,515,86.3422,17.6962,4363,15.7308,86.3375
1.43452E+11,9.65,56481,-165.653,4.1791,280,0,0,0,5589.6,32.420406,-106.319344,514.9,9.9,31.1,513.9,86.3605,17.6948,4389,15.7416,86.3376
1.43452E+11,9.7,56481,-165.6531,4.2052,282,0,0,0,5615.3,32.420414,-106.319344,513.7,9.9,30.9,512.7,86.3784,17.689,4414,15.7535,86.3379
1.43452E+11,9.75,56482,-165.6531,4.2312,284,0,0,0,5640.9,32.420429,-106.319321,512.5,9.8,30.7,511.4,86.3956,17.681,4440,15.7651,86.3382
1.43452E+11,9.8,56482,-165.6532,4.2571,285,0,0,0,5666.4,32.420444,-106.319313,511.2,9.7,30.5,510.2,86.4125,17.6718,4466,15.7756,86.3384
1.43452E+11,9.85,56483,-165.6532,4.283,287,0,0,0,5691.9,32.420456,-106.319313,509.9,9.6,30.3,508.9,86.4293,17.6575,4491,15.7863,86.3389
1.43452E+11,9.9,56483,-165.6532,4.3088,288,0,0,0,5717.3,32.420471,-106.319313,508.6,9.6,30,507.6,86.4463,17.6441,4517,15.7964,86.3395
1.43452E+11,9.95,56484,-165.6533,4.3346,290,0,0,0,5742.7,32.420483,-106.319313,507.2,9.5,29.8,506.2,86.4624,17.6248,4542,15.8062,86.3401
1.43452E+11,10,56484,-165.6533,4.3603,292,0,0,0,5768,32.420506,-106.319298,505.9,9.4,29.6,504.9,86.4755,17.5821,4567,15.8165,86.3409
1.43452E+11,10.05,56485,-165.6533,4.3859,293,0,0,0,5793.2,32.420513,-106.319298,504.5,9.3,29.5,503.5,86.4834,17.5133,4593,15.8253,86.3417
1.43452E+11,10.1,56486,-165.6534,4.4114,295,0,0,0,5818.3,32.420525,-106.319283,503.1,9.2,29.4,502.1,86.4871,17.4141,4618,15.8333,86.3424
1.43452E+11,10.15,56486,-165.6534,4.4369,296,0,0,0,5843.4,32.42054,-106.319283,501.7,9.1,29.3,500.7,86.4877,17.2975,4643,15.8417,86.3432
1.43452E+11,10.2,56487,-165.6534,4.4623,298,0,0,0,5868.4,32.420559,-106.319283,500.2,9.1,29.3,499.2,86.4872,17.1752,4668,15.8493,86.3441
1.43452E+11,10.25,56487,-165.6534,4.4876,299,0,0,0,5893.3,32.42057,-106.319283,498.7,9,29.2,497.7,86.4842,17.0362,4693,15.8556,86.3448
1.43452E+11,10.3,56488,-165.6535,4.5129,301,0,0,0,5918.2,32.420582,-106.319283,497.1,8.9,29.2,496.1,86.4779,16.8741,4718,15.8608,86.3456
1.43452E+11,10.35,56489,-165.6535,4.538,302,0,0,0,5942.9,32.420601,-106.319267,495.4,8.8,29.2,494.5,86.469,16.6955,4743,15.8651,86.3462
1.43452E+11,10.4,56489,-165.6535,4.5631,304,0,0,0,5967.6,32.420609,-106.319267,493.8,8.7,29.2,492.8,86.4588,16.5058,4767,15.8688,86.3468
1.43452E+11,10.45,56490,-165.6535,4.5881,305,0,0,0,5992.2,32.420616,-106.319267,492.1,8.6,29.3,491.1,86.4484,16.3055,4792,15.8718,86.3473
1.43452E+11,10.5,56491,-165.6535,4.613,307,0,0,0,6016.7,32.420635,-106.319267,490.4,8.5,29.3,489.4,86.4372,16.0986,4816,15.8734,86.3477
1.43452E+11,10.55,56491,-165.6535,4.6378,308,0,0,0,6041.1,32.420643,-106.319267,488.6,8.3,29.3,487.7,86.4256,15.8906,4841,15.8739,86.3481
1.43452E+11,10.6,56492,-165.6535,4.6625,310,0,0,0,6065.5,32.420658,-106.319267,486.8,8.2,29.3,485.9,86.4138,15.6792,4865,15.8739,86.3485
1.43452E+11,10.65,56493,-165.6535,4.6872,311,0,0,0,6089.7,32.42067,-106.319267,485,8.1,29.3,484,86.4018,15.473,4890,15.8727,86.3489
1.43452E+11,10.7,56493,-165.6534,4.7117,313,0,0,0,6113.9,32.420685,-106.319267,483.1,8,29.3,482.1,86.3921,15.2732,4914,15.8698,86.3491
1.43452E+11,10.75,56494,-165.6534,4.7361,314,0,0,0,6137.9,32.4207,-106.319267,481.1,7.9,29.3,480.2,86.3865,15.0926,4938,15.866,86.3492
1.43452E+11,10.8,56495,-165.6534,4.7605,316,0,0,0,6161.9,32.420715,-106.319267,479.2,7.8,29.2,478.2,86.3836,14.919,4962,15.8626,86.3494
1.43452E+11,10.85,56495,-165.6533,4.7847,318,0,0,0,6185.8,32.420727,-106.319229,477.2,7.7,29.1,476.2,86.3815,14.7511,4986,15.8572,86.3494
1.43452E+11,10.9,56496,-165.6533,4.8089,319,0,0,0,6209.5,32.420742,-106.319229,475.2,7.6,29,474.3,86.3806,14.5855,5010,15.8512,86.3496
1.43452E+11,10.95,56497,-165.6533,4.8329,320,0,0,0,6233.2,32.420753,-106.319229,473.2,7.4,28.9,472.3,86.381,14.4388,5033,15.8456,86.3498
1.43452E+11,11,56498,-165.6532,4.8568,322,0,0,0,6256.8,32.420769,-106.319229,471.3,7.3,28.8,470.3,86.3833,14.3033,5057,15.8395,86.35
1.43452E+11,11.05,56498,-165.6532,4.8807,323,0,0,0,6280.2,32.420784,-106.319229,469.3,7.2,28.7,468.3,86.3866,14.1759,5081,15.8319,86.3501
1.43452E+11,11.1,56499,-165.6531,4.9044,325,0,0,0,6303.6,32.420795,-106.319229,467.3,7.1,28.5,466.4,86.3906,14.0554,5104,15.8238,86.3503
1.43452E+11,11.15,56500,-165.6531,4.928,326,0,0,0,6326.9,32.420811,-106.319229,465.3,7,28.4,464.4,86.3954,13.9399,5127,15.816,86.3505
1.43452E+11,11.2,56501,-165.653,4.9516,328,0,0,0,6350,32.420818,-106.319206,463.4,6.9,28.2,462.5,86.402,13.8233,5150,15.8068,86.3507
1.43452E+11,11.25,56501,-165.6529,4.975,329,0,0,0,6373.1,32.420834,-106.319206,461.6,6.9,28.1,460.7,86.4094,13.712,5174,15.7975,86.3509
1.43452E+11,11.3,56502,-165.6529,4.9984,331,0,0,0,6396.1,32.420845,-106.319206,460,6.8,27.9,459.1,86.4176,13.6024,5197,15.7883,86.3512
1.43452E+11,11.35,56503,-165.6528,5.0216,332,0,0,0,6419,32.42086,-106.319206,458.6,6.7,27.8,457.7,86.4263,13.4886,5220,15.7783,86.3514
1.43452E+11,11.4,56504,-165.6527,5.0448,334,0,0,0,6441.9,32.420876,-106.319199,457.6,6.6,27.7,456.7,86.4357,13.3774,5243,15.7687,86.3518
1.43452E+11,11.45,56504,-165.6526,5.068,335,0,0,0,6464.7,32.420887,-106.319199,457,6.5,27.6,456.1,86.4474,13.2682,5265,15.7579,86.3522
1.43452E+11,11.5,56505,-165.6525,5.0912,336,0,0,0,6487.5,32.420895,-106.319199,456.8,6.4,27.5,456,86.4616,13.1628,5288,15.7474,86.3527
1.43452E+11,11.55,56506,-165.6525,5.1143,338,0,0,0,6510.3,32.420902,-106.319199,457.1,6.3,27.4,456.3,86.478,13.0637,5311,15.7365,86.3531
1.43452E+11,11.6,56507,-165.6524,5.1375,339,0,0,0,6533.1,32.420921,-106.319199,457.9,6.3,27.3,457,86.496,12.9656,5334,15.7253,86.3537
1.43452E+11,11.65,56508,-165.6523,5.1607,341,0,0,0,6556,32.420929,-106.319199,459,6.2,27.2,458.2,86.5161,12.8728,5357,15.7133,86.3544
1.43452E+11,11.7,56509,-165.6522,5.184,342,0,0,0,6579,32.420937,-106.319199,460.6,6.2,27.1,459.8,86.5385,12.7778,5380,15.7017,86.3552
1.43452E+11,11.75,56510,-165.6521,5.2074,343,0,0,0,6602,32.420956,-106.319199,462.6,6.1,27.1,461.8,86.5623,12.6779,5403,15.69,86.356
1.43452E+11,11.8,56511,-165.6521,5.2309,345,0,0,0,6625.2,32.420971,-106.319199,465.1,6,27,464.3,86.5875,12.5779,5426,15.6778,86.357
1.43452E+11,11.85,56511,-165.6519,5.2545,346,0,0,0,6648.4,32.420982,-106.319176,467.9,6,27,467.1,86.6136,12.4772,5449,15.6649,86.358
1.43452E+11,11.9,56512,-165.6519,5.2783,348,0,0,0,6671.9,32.42099,-106.319176,471.1,5.9,27,470.3,86.6399,12.3734,5473,15.6518,86.3591
1.43452E+11,11.95,56513,-165.6517,5.3022,349,0,0,0,6695.5,32.421005,-106.319176,474.3,5.9,27,473.5,86.6645,12.2682,5497,15.6386,86.3604
1.43452E+11,12,56515,-165.6517,5.3263,350,0,0,0,6719.2,32.421021,-106.319176,477.7,5.8,27,476.9,86.6857,12.157,5520,15.6247,86.3618
1.43452E+11,12.05,56516,-165.6516,5.3506,352,0,0,0,6743.2,32.421036,-106.319176,481.1,5.8,27,480.3,86.7044,12.0416,5544,15.6113,86.3633
1.43452E+11,12.1,56517,-165.6514,5.375,353,0,0,0,6767.3,32.42104,-106.319176,484.4,5.7,27.1,483.6,86.7215,11.9326,5568,15.5972,86.3648
1.43452E+11,12.15,56518,-165.6514,5.3997,354,0,0,0,6791.5,32.421055,-106.319176,487.6,5.7,27.2,486.8,86.7378,11.8183,5593,15.5823,86.3664
1.43452E+11,12.2,56519,-165.6512,5.4244,356,0,0,0,6815.9,32.42107,-106.319176,490.8,5.6,27.2,490,86.753,11.7049,5617,15.5675,86.368
1.43452E+11,12.25,56520,-165.6511,5.4493,357,0,0,0,6840.5,32.421082,-106.319138,493.9,5.6,27.3,493.1,86.7672,11.5957,5642,15.5524,86.3698
1.43452E+11,12.3,56521,-165.651,5.4744,359,0,0,0,6865.2,32.421089,-106.319138,496.9,5.6,27.3,496.1,86.7806,11.4862,5667,15.5362,86.3716
1.43452E+11,12.35,56522,-165.6509,5.4997,360,0,0,0,6890.1,32.421104,-106.319138,499.9,5.5,27.4,499.1,86.7928,11.3752,5692,15.5201,86.3733
1.43452E+11,12.4,56524,-165.6508,5.525,361,0,0,0,6915.1,32.421116,-106.319138,502.8,5.5,27.5,502,86.8034,11.265,5717,15.5041,86.3753
1.43452E+11,12.45,56525,-165.6507,5.5506,363,0,0,0,6940.3,32.421131,-106.31913,505.5,5.4,27.6,504.8,86.8128,11.1673,5742,15.4878,86.3773
1.43452E+11,12.5,56526,-165.6505,5.5762,364,0,0,0,6965.6,32.421143,-106.31913,508.1,5.4,27.7,507.3,86.8211,11.0843,5767,15.4712,86.3792
1.43452E+11,12.55,56528,-165.6504,5.602,366,0,0,0,6991.1,32.421158,-106.31913,510.5,5.4,27.7,509.7,86.8281,11.0192,5793,15.4543,86.3812
1.43452E+11,12.6,56529,-165.6502,5.6279,367,0,0,0,7016.6,32.421158,-106.31913,512.6,5.4,27.8,511.8,86.8328,10.967,5818,15.4364,86.3832
1.43452E+11,12.65,56530,-165.6501,5.6539,368,0,0,0,7042.2,32.421185,-106.31913,514.4,5.4,27.9,513.6,86.8345,10.9279,5844,15.4193,86.3851
1.43452E+11,12.7,56532,-165.65,5.6799,370,0,0,0,7067.9,32.421188,-106.31913,515.7,5.4,28,514.9,86.8325,10.8907,5870,15.4019,86.3871
1.43452E+11,12.75,56533,-165.6498,5.7061,371,0,0,0,7093.7,32.4212,-106.31913,516.4,5.4,28.1,515.6,86.8267,10.8694,5895,15.3844,86.3891
1.43452E+11,12.8,56534,-165.6497,5.7322,373,0,0,0,7119.5,32.421219,-106.31913,516.7,5.4,28.2,515.9,86.8178,10.8594,5921,15.3664,86.3909
1.43452E+11,12.85,56536,-165.6496,5.7583,374,0,0,0,7145.3,32.42123,-106.31913,516.7,5.4,28.3,515.9,86.8072,10.8559,5947,15.3495,86.3929
1.43452E+11,12.9,56537,-165.6494,5.7845,376,0,0,0,7171.1,32.421242,-106.31913,516.6,5.4,28.4,515.8,86.7964,10.8574,5973,15.3323,86.3947
1.43452E+11,12.95,56539,-165.6493,5.8106,377,0,0,0,7196.9,32.421253,-106.31913,516.4,5.5,28.4,515.6,86.7861,10.8566,5999,15.3147,86.3964
1.43452E+11,13,56540,-165.6491,5.8367,378,0,0,0,7222.6,32.421268,-106.31913,516.3,5.5,28.5,515.5,86.7769,10.8636,6025,15.2974,86.398
1.43452E+11,13.05,56541,-165.649,5.8629,380,0,0,0,7248.4,32.421284,-106.31913,516.3,5.5,28.6,515.4,86.769,10.8757,6050,15.2806,86.3996
1.43452E+11,13.1,56543,-165.6489,5.889,381,0,0,0,7274.2,32.421299,-106.31913,516.2,5.5,28.6,515.4,86.7617,10.8973,6076,15.2639,86.4013
1.43452E+11,13.15,56544,-165.6487,5.9151,383,0,0,0,7300,32.421303,-106.31913,516.3,5.5,28.7,515.4,86.7556,10.9173,6102,15.2468,86.4028
1.43452E+11,13.2,56546,-165.6486,5.9412,384,0,0,0,7325.7,32.421322,-106.31913,516.3,5.6,28.7,515.5,86.7499,10.9446,6128,15.2305,86.4043
1.43452E+11,13.25,56547,-165.6484,5.9673,386,0,0,0,7351.5,32.421333,-106.319107,516.3,5.6,28.8,515.5,86.7452,10.9776,6154,15.214,86.4058
1.43452E+11,13.3,56549,-165.6483,5.9934,387,0,0,0,7377.3,32.421352,-106.319107,516.4,5.6,28.8,515.6,86.7416,11.0123,6179,15.1981,86.4072
1.43452E+11,13.35,56550,-165.6482,6.0196,389,0,0,0,7403.1,32.421352,-106.319107,516.6,5.6,28.8,515.7,86.7389,11.0657,6205,15.1827,86.4086
1.43452E+11,13.4,56552,-165.648,6.0457,390,0,0,0,7428.9,32.421375,-106.319107,516.9,5.7,28.9,516,86.7372,11.1381,6231,15.167,86.41
1.43452E+11,13.45,56553,-165.6479,6.0718,392,0,0,0,7454.7,32.421387,-106.319107,517.3,5.7,28.9,516.5,86.7363,11.2328,6257,15.1521,86.4113
1.43452E+11,13.5,56555,-165.6478,6.098,393,0,0,0,7480.5,32.421394,-106.319107,518,5.8,28.9,517.1,86.7363,11.3437,6283,15.138,86.4127
1.43452E+11,13.55,56556,-165.6476,6.1242,395,0,0,0,7506.4,32.421413,-106.319107,518.8,5.9,28.9,517.9,86.7386,11.4677,6309,15.1238,86.4141
1.43452E+11,13.6,56558,-165.6475,6.1505,396,0,0,0,7532.3,32.421425,-106.319107,519.7,5.9,28.9,518.9,86.7444,11.5986,6335,15.1101,86.4154
1.43452E+11,13.65,56559,-165.6474,6.1768,398,0,0,0,7558.3,32.421444,-106.319107,520.9,6,28.9,520.1,86.7537,11.7374,6361,15.0974,86.4168
1.43452E+11,13.7,56561,-165.6473,6.2032,399,0,0,0,7584.3,32.421452,-106.319092,522.3,6.1,28.8,521.5,86.7656,11.8849,6387,15.0848,86.4182
1.43452E+11,13.75,56562,-165.6472,6.2296,400,0,0,0,7610.4,32.421463,-106.319092,523.9,6.1,28.8,523,86.7784,12.0333,6413,15.0733,86.4196
1.43452E+11,13.8,56564,-165.647,6.2561,402,0,0,0,7636.6,32.421478,-106.319092,525.6,6.2,28.8,524.8,86.792,12.1858,6439,15.0621,86.4211
1.43452E+11,13.85,56566,-165.6469,6.2828,403,0,0,0,7662.9,32.421486,-106.319077,527.4,6.3,28.7,526.6,86.8062,12.3345,6466,15.0518,86.4227
1.43452E+11,13.9,56567,-165.6469,6.3095,405,0,0,0,7689.3,32.421497,-106.319077,529.3,6.3,28.7,528.5,86.8208,12.4886,6492,15.0421,86.4242
1.43452E+11,13.95,56569,-165.6468,6.3363,406,0,0,0,7715.8,32.421516,-106.319061,531.3,6.4,28.6,530.5,86.8352,12.6414,6518,15.0334,86.4259
1.43452E+11,14,56571,-165.6467,6.3632,408,0,0,0,7742.3,32.421532,-106.319061,533.4,6.5,28.6,532.6,86.8493,12.7913,6545,15.0252,86.4277
1.43452E+11,14.05,56572,-165.6466,6.3902,409,0,0,0,7769,32.421547,-106.319061,535.5,6.6,28.6,534.7,86.8617,12.9317,6572,15.0171,86.4293
1.43452E+11,14.1,56574,-165.6465,6.4173,411,0,0,0,7795.8,32.421555,-106.319061,537.6,6.6,28.6,536.8,86.872,13.0689,6599,15.0096,86.4311
1.43452E+11,14.15,56576,-165.6464,6.4445,412,0,0,0,7822.7,32.421562,-106.319061,539.6,6.7,28.6,538.8,86.8804,13.1949,6626,15.003,86.4329
1.43452E+11,14.2,56578,-165.6463,6.4718,414,0,0,0,7849.7,32.421581,-106.319061,541.6,6.8,28.6,540.8,86.8876,13.317,6653,14.9968,86.4347
1.43452E+11,14.25,56580,-165.6462,6.4992,415,0,0,0,7876.8,32.421597,-106.319061,543.6,6.8,28.6,542.8,86.8944,13.4377,6680,14.991,86.4365
1.43452E+11,14.3,56581,-165.6462,6.5267,417,0,0,0,7904,32.421604,-106.319061,545.5,6.9,28.7,544.7,86.9007,13.5526,6707,14.9859,86.4384
1.43452E+11,14.35,56583,-165.6461,6.5543,418,0,0,0,7931.3,32.421619,-106.319046,547.4,7,28.7,546.6,86.9069,13.6685,6734,14.9811,86.4403
1.43452E+11,14.4,56585,-165.646,6.582,420,0,0,0,7958.6,32.421631,-106.319046,549.3,7.1,28.7,548.5,86.9131,13.7888,6762,14.977,86.4422
1.43452E+11,14.45,56587,-165.646,6.6098,421,0,0,0,7986.1,32.421646,-106.319046,551.1,7.1,28.8,550.3,86.9189,13.903,6789,14.9724,86.4441
1.43452E+11,14.5,56589,-165.6459,6.6377,423,0,0,0,8013.7,32.421658,-106.319046,553,7.2,28.8,552.1,86.9246,14.017,6817,14.9688,86.4459
1.43452E+11,14.55,56591,-165.6459,6.6656,424,0,0,0,8041.3,32.421673,-106.319046,554.7,7.3,28.8,553.9,86.93,14.1299,6844,14.9654,86.4478
1.43452E+11,14.6,56593,-165.6458,6.6937,426,0,0,0,8069.1,32.421688,-106.319023,556.4,7.3,28.8,555.6,86.9352,14.239,6872,14.9627,86.4498
1.43452E+11,14.65,56595,-165.6458,6.7218,427,0,0,0,8096.9,32.4217,-106.319023,558.1,7.4,28.9,557.3,86.94,14.353,6900,14.9602,86.4517
1.43452E+11,14.7,56597,-165.6457,6.75,428,0,0,0,8124.8,32.421707,-106.319023,559.7,7.5,28.9,558.9,86.9447,14.4655,6928,14.9581,86.4537
1.43452E+11,14.75,56599,-165.6456,6.7783,430,0,0,0,8152.8,32.42173,-106.319023,561.4,7.5,28.9,560.6,86.9495,14.5733,6956,14.9567,86.4557
1.43452E+11,14.8,56601,-165.6456,6.8067,432,0,0,0,8180.8,32.421734,-106.319008,563,7.6,28.9,562.2,86.9542,14.6806,6984,14.9556,86.4576
1.43452E+11,14.85,56603,-165.6456,6.8352,433,0,0,0,8209,32.421757,-106.319008,564.6,7.6,29,563.8,86.9592,14.7891,7012,14.9547,86.4596
1.43452E+11,14.9,56606,-165.6455,6.8637,434,0,0,0,8237.2,32.421764,-106.319008,566.3,7.7,29,565.5,86.9641,14.8975,7041,14.9545,86.4617
1.43452E+11,14.95,56608,-165.6455,6.8923,436,0,0,0,8265.5,32.42178,-106.319008,567.9,7.8,29,567.1,86.9694,15.0058,7069,14.9548,86.4637
1.43452E+11,15,56610,-165.6455,6.921,438,0,0,0,8293.9,32.421791,-106.318993,569.5,7.8,29,568.8,86.9752,15.1114,7097,14.9547,86.4657
1.43452E+11,15.05,56612,-165.6454,6.9498,439,0,0,0,8322.4,32.421803,-106.318993,571.2,7.9,29,570.4,86.9826,15.2235,7126,14.9554,86.4677
1.43452E+11,15.1,56614,-165.6454,6.9787,440,0,0,0,8351,32.421814,-106.318993,572.8,8,29,572,86.9925,15.3396,7155,14.9567,86.4698
1.43452E+11,15.15,56617,-165.6454,7.0076,442,0,0,0,8379.6,32.421825,-106.318993,574.4,8,28.9,573.6,87.0048,15.4568,7183,14.9578,86.4718
1.43452E+11,15.2,56619,-165.6454,7.0366,444,0,0,0,8408.3,32.421848,-106.318993,576,8,28.9,575.3,87.0182,15.5752,7212,14.9597,86.4739
1.43452E+11,15.25,56621,-165.6453,7.0657,445,0,0,0,8437.1,32.42186,-106.318993,577.7,8.1,28.8,576.9,87.0317,15.6946,7241,14.9621,86.4762
1.43452E+11,15.3,56623,-165.6453,7.0949,446,0,0,0,8466,32.421871,-106.318993,579.3,8.1,28.7,578.5,87.0457,15.8165,7270,14.9649,86.4784
1.43452E+11,15.35,56626,-165.6453,7.1241,448,0,0,0,8495,32.421883,-106.318977,581,8.2,28.7,580.2,87.0596,15.9374,7299,14.9679,86.4807
1.43452E+11,15.4,56628,-165.6453,7.1535,450,0,0,0,8524,32.421894,-106.318977,582.6,8.2,28.6,581.8,87.0736,16.0561,7328,14.9708,86.4829
1.43452E+11,15.45,56631,-165.6453,7.1829,451,0,0,0,8553.2,32.421909,-106.318962,584.3,8.3,28.5,583.5,87.0881,16.1811,7357,14.9745,86.4853
1.43452E+11,15.5,56633,-165.6453,7.2124,452,0,0,0,8582.4,32.421917,-106.318962,585.9,8.3,28.4,585.2,87.1028,16.3039,7386,14.9784,86.4877
1.43452E+11,15.55,56636,-165.6453,7.2419,454,0,0,0,8611.7,32.421936,-106.318962,587.6,8.4,28.3,586.9,87.1181,16.4309,7416,14.9833,86.4902
1.43452E+11,15.6,56638,-165.6453,7.2716,456,0,0,0,8641.1,32.421944,-106.318962,589.4,8.4,28.3,588.7,87.1337,16.5627,7445,14.9881,86.4927
1.43452E+11,15.65,56641,-165.6453,7.3014,457,0,0,0,8670.6,32.421963,-106.318954,591.2,8.4,28.2,590.5,87.1493,16.6915,7475,14.9931,86.4952
1.43452E+11,15.7,56643,-165.6453,7.3312,458,0,0,0,8700.1,32.421974,-106.318954,593,8.5,28.1,592.3,87.1648,16.8244,7504,14.9986,86.4978
1.43452E+11,15.75,56646,-165.6454,7.3611,460,0,0,0,8729.8,32.421986,-106.318947,594.8,8.5,28,594.1,87.1802,16.9541,7534,15.0049,86.5005
1.43452E+11,15.8,56648,-165.6454,7.3911,461,0,0,0,8759.5,32.422005,-106.318947,596.6,8.6,27.9,595.9,87.1953,17.0876,7564,15.0111,86.5032
1.43452E+11,15.85,56651,-165.6454,7.4212,463,0,0,0,8789.4,32.422012,-106.318947,598.4,8.6,27.8,597.7,87.2098,17.2185,7593,15.0176,86.5059
1.43452E+11,15.9,56654,-165.6454,7.4514,464,0,0,0,8819.3,32.42202,-106.318947,600.2,8.7,27.7,599.5,87.2239,17.344,7623,15.0245,86.5086
1.43452E+11,15.95,56656,-165.6454,7.4817,466,0,0,0,8849.3,32.422039,-106.318947,602,8.7,27.7,601.3,87.2377,17.4743,7654,15.0318,86.5115
1.43452E+11,16,56659,-165.6455,7.512,467,0,0,0,8879.5,32.422047,-106.318924,603.9,8.8,27.6,603.2,87.2512,17.6031,7684,15.0399,86.5143
1.43452E+11,16.05,56662,-165.6455,7.5425,469,0,0,0,8909.7,32.422062,-106.318924,605.7,8.8,27.5,605,87.2642,17.7313,7714,15.048,86.5173
1.43452E+11,16.1,56665,-165.6455,7.573,470,0,0,0,8940,32.42207,-106.318924,607.5,8.9,27.5,606.8,87.2758,17.8572,7744,15.0564,86.5202
1.43452E+11,16.15,56668,-165.6456,7.6036,472,0,0,0,8970.3,32.422089,-106.318924,609.3,8.9,27.4,608.6,87.2857,17.9739,7775,15.0655,86.5232
